,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15,PC 16,PC 17,PC 18,PC 19,PC 20,PC 21,PC 22,PC 23,PC 24,PC 25,PC 26,PC 27,PC 28,PC 29,PC 30,PC 31,PC 32,PC 33,PC 34,PC 35,PC 36,PC 37,PC 38,PC 39,PC 40,PC 41,PC 42,PC 43,PC 44,PC 45,PC 46,PC 47,PC 48,PC 49,PC 50,PC 51,PC 52,PC 53,PC 54,PC 55,PC 56,PC 57,PC 58,PC 59,PC 60,PC 61
LM 13_Z,0.0077366810255620295,-0.0022951269021706517,-0.006561919468319333,0.020925720990363654,-0.031186558390592735,-0.007692453164241609,-0.020738479518565164,0.018652940082624768,-0.018419882082559805,0.005051453566948172,-0.0464183207974635,0.009113876941001593,0.005590903218041482,-0.0061978156763303404,0.00501951455985395,0.030499030786562045,0.02828974598071486,0.0271206272734539,0.01307067761398378,-0.058162816818337446,0.006652593585306729,0.04987116563041649,-0.02474693090391123,0.0054008390718089765,-0.004955882637043021,0.05393554468184761,-0.031829971283757294,0.002922317292830566,-0.038137709803540115,-0.01527567772073599,0.03582756335938788,-0.02883755015885317,0.003117136364728091,0.03565334295289953,0.01620303506678462,0.12551511478985022,0.02227037553667099,-0.02262874142132828,-0.032398405687509485,-0.033520315819548216,-0.054464648675549454,0.0508107551979627,0.005393051386581407,0.02821814241637273,0.014032337323464289,0.012060430812467935,0.05386959205668084,-0.030979428353790826,0.03178441921680334,-0.08552288918186524,-0.01972499211279957,-0.026842421783878332,-0.047761323730131915,0.024892177102087566,-0.14197414006159978,0.07746419204882878,0.0262329605988053,-0.07450872308709122,-0.09202460591853773,-0.0015643158063282925,-0.0015323679638268501
LM 14_X,-0.010163593919672337,0.011512508100670739,0.02523022131748692,-0.023676619516852158,0.013514690901354487,0.02738965712819243,-0.014074465691318542,0.006453166045418041,-0.02046194728372297,-0.02255775938028847,-0.04172477390148038,-0.04377846475317478,0.02956785102876464,0.011524697932274359,0.024383482564229064,0.07075272656350948,-0.00020242778742512665,0.012193459471897561,0.000928552676492566,0.0005092632342533383,0.07253047302504868,-0.028555220391310858,-0.03586212989963177,-0.0068429450722965095,-0.04002241000117577,-0.0030890429262319195,0.008197040907838167,-0.012578143789234412,-0.0033034043800432896,0.0017925082916697664,-0.03790871822216184,-0.04254748730842799,0.0019433015631007793,0.16524777410133154,0.01427304942857007,-0.04254528084580651,0.08438685806326005,0.03051509851533335,0.04702971689484635,0.08763610978083568,-0.037385583652090756,0.05191211870756295,0.06648137369337634,0.03031318189702032,0.003051157336924258,-0.08248494045420926,-0.04022386791937009,-0.04229434319848267,0.04545851048735485,0.007788753117240738,-0.031450021940844626,-4.883096703193167e-05,-0.014691252733302204,-0.007543225050667049,-0.03463959767101461,-0.0030478307167608387,-0.05422898383999192,-0.007703805841248515,0.08662931154018136,-0.07410310551568419,-0.07436202453851926
LM 14_Y,0.009316804135324966,0.003947060711926699,-0.031224584472668106,0.03189114572805259,-0.035881286040493135,-0.004038749069127608,-0.01293026279793561,-0.003263967460674062,0.0027983484495525757,0.024012364780544682,-0.036185979770992346,0.02015151091470605,0.033685687766098385,-0.011530056839356888,-0.0034744338300997457,0.07408617200734971,0.06026709753249061,0.03290473415637648,0.03537467047803639,-0.02699987723635632,0.04208243722170442,0.019125132049435264,-0.006770280039893113,-0.029032458846427717,-0.005148568781878686,0.04234996994287418,0.026206889367811317,0.006514184688646221,-0.03904802447672007,-0.04270383180002769,0.05875887390790055,-0.0070695965540406415,0.023511172911871082,-0.041214592220670455,0.030221303562305336,0.03666094976785674,-0.028522830351482627,-0.03356741745359352,-0.027819139815390942,-0.07729178918266387,0.027767756936702383,0.028602331056564595,-0.008132543409526308,-0.10780294988336454,-0.08920098243711215,0.10097717961631535,-0.04649414258237031,0.023796122156723866,0.05002869183458091,-0.07728778497247597,-0.046957460876754495,0.0984610418200164,0.011351847443759638,0.10721411322840027,-0.10965038915536335,0.06044548533497311,-0.014762407462197234,0.09453732141471358,-0.11453139791290348,-0.13473380139020424,-0.05768345714467291
LM 14_Z,-0.029222682686841212,0.018221668552607102,0.04404331062278028,0.020731645585254355,-0.02693852250484139,-0.015158565782842451,-0.03450529577103913,-0.06425467656797848,0.007818300910058251,-0.048493074191419544,-0.055033391136240825,-0.05297752837499332,0.06479146564594279,0.08538527903285048,0.020242197777775865,0.025028627183340993,0.062179925097155336,0.06336425548081616,-3.1800906368189934e-06,-0.02689454112976679,0.022961332150495437,-0.0088907378708236,0.0013533832457078634,-0.0581324486439268,-0.03711868763450011,-0.10206375114488382,0.04763436865164818,0.13284121611083088,-0.07909740926667717,-0.06625525255002472,2.2187279944466164e-05,0.0554377954027086,-0.027532266963305553,-0.028773656593211145,-0.07773654938393004,0.09872119983774585,-0.03782827500915657,0.00038692445592841684,-0.11098895921844025,0.0565339858815024,-0.06169128069143903,0.025762556404487227,0.06286321441819878,0.057020348830226004,-0.03661479612324753,-0.12164442356823407,0.04843355628251654,-0.08720396089390815,0.046804603804606396,0.003147627293026676,-0.030949351560997856,-0.005795604929901955,-0.03776004729825827,0.008213827138090098,-0.025194559014469903,0.07311254564013091,0.14033902109076682,-0.09514354517454304,0.018004615129247326,-0.013809708874851313,-0.04432007374930039
LM 15_X,0.030246121495125098,0.019490359806650297,-0.04858757870427894,0.005742110966724445,-0.015159675576253138,0.0190999197682828,0.03707826937375099,0.07982747226041424,-0.03189008900757753,0.023206936510473942,-0.04212450791208546,0.0028043700368488873,-0.017402168424393426,-0.06930103398742093,0.03502551190018593,0.08832235576186184,-0.021674369133308745,-0.027430258222513354,0.04932306212913498,0.0043504192443256755,0.10356077859705719,0.04693587180070171,-0.03327560837087842,-0.010326660226195161,0.05388620341128536,0.00011477731768833044,-0.05369644703781864,-0.16483010167368742,0.07304607507347954,-0.015483698976202314,0.014008205718437207,-0.10864740621411685,0.05718649815035301,0.02128976375962939,0.14224442362423714,-0.049673399923466116,-0.016695834357638866,-0.06620809172471051,-0.004476044366426487,0.015834886295284106,0.0018225657396867987,0.02142722302773665,-0.0007738886584051294,-0.04552779659954792,-0.0654248206920508,-0.046967067044965956,-0.13775773380653225,-0.02048667101479444,0.057602648045900796,-0.014209691917108849,-0.01071603882247045,0.10682840525375985,0.06420266026910337,-0.09484893934955675,-0.062330364893134114,-0.04356038728672148,0.04732791256920344,-0.03163151103615571,-0.16012958106715017,-0.0655913930274957,-0.008774511703228138
LM 15_Y,0.004604005440044094,0.019657814250813407,0.01364922475149924,0.0019217355862450555,0.006146090741049999,0.033231791048069524,-0.011438501277042093,-0.0017780039429882554,-0.02941644100164327,-0.029104756654424493,-0.07785221877975859,-0.04007389736638777,0.012458491662461674,0.013459002544333066,-0.02145058410925162,0.06291204946163634,0.04386524357022968,0.012506919658517707,0.03176386204195115,0.024032670988759088,0.026767200246327456,0.07934079126009547,-0.026531359161839796,-0.021857721416576523,0.00524813332960203,0.03399417018401678,0.05054888987672828,-0.03248483108137468,0.020904903688194303,0.0015535557275570752,-0.025503633715415825,0.0077018581218133925,0.008519694463362884,0.0675347910640336,0.004790146322799001,-0.027691978407169762,-0.03783998457742955,-0.052609911794057065,0.11909696400296521,0.004617888125622327,-0.0006560092537760487,0.041797827558986804,-0.03893456419725261,-0.03839319503484162,-0.16374824832441284,0.017385241581892256,-0.039911605551375205,-0.02323853071994153,0.06891374447982265,0.026226211543720748,0.08922587362751734,-0.1358597885935451,0.034107620090750586,0.08194754687471992,-0.13667843654829537,-0.11478140257972431,-0.06960277223456635,0.045159422105061964,0.025793055918528738,0.032141875702452874,-0.07981212883767641
LM 15_Z,0.0023394427119988385,0.02568382356607659,-0.0012593531090896168,0.005832504087193359,-0.013709568638353323,0.03099397778005408,-0.024434442968181827,0.0076426848004322225,-0.0032697603251987395,-0.04321095733330112,-0.04014574780235718,-0.05728845808492333,0.03350856835842661,-0.008032391705471882,0.014454903520259056,0.04182475480257375,0.05999255915474691,0.024212109069013065,0.06224349820134881,0.0035049670877235362,0.05700220186457088,-0.026337253651420495,-0.006053802767208627,-0.04033193260328729,0.03747836196683947,-0.0437787370338632,0.0012950058025479145,0.011997762484985963,0.01970062124317394,0.030147322159065754,0.0022926168938139776,-0.013144448213000346,-0.03305863364147382,0.06856034270391238,0.05435576095411488,-0.01223145728044696,-0.06765011435528999,-0.05014367080235506,0.06779141675466747,0.06449022599016789,0.04154445866184283,-0.041720917768753446,-0.0023116598594743673,0.0007748765568867921,0.03707844652401867,-0.030585185603749652,-0.042933999448944486,-0.06223292971994852,0.07212762994862076,-0.022087413205628938,-0.04023969558494149,0.11448730228870478,-0.008840189408953363,0.041501904842671966,-0.0740673714776485,0.0016066065091612392,0.10420454029097456,0.08050196887827984,-0.01682240937371499,-0.04910550876742863,0.044536670932545395
LM 16_X,-0.008914104986806282,-0.0032155219658499953,0.024062964724017522,-0.004100139075669813,-0.06148607355289419,0.01623196591369115,0.06416696122994583,-0.01360595979262458,-0.04269232403463376,-0.04313872937772047,0.003784348758012788,-0.023902214165777837,-0.11390161776562796,-0.06055056019227343,0.05392639700252029,0.02154801769417001,0.059187154219842705,0.09184701518180453,0.14661655226806,-0.05958672497577927,0.18491877895132514,-0.013609886098909892,0.06633999739542346,0.13382890026773828,-0.07957891407380763,-0.011902567039849602,0.03700550335080585,0.08390549971834681,-0.04700783248657304,0.028482540989590015,-0.08166179033328842,0.02720295453481577,-0.09057099216702875,-0.011599671247542312,0.09591226707999753,0.04008137676793931,-0.06121574959659196,0.029093907438730512,0.05709587965704037,0.009679967946753878,0.16050957709329905,0.08466155250227402,-0.03519029008689271,-0.12417610998296501,0.050025719736740346,0.14133427830333578,0.09304378227668651,-0.13948092723020913,-0.021504759801217813,0.06682498896792582,-0.09193631137182871,0.06389867751937756,0.04941778217750396,-0.08691906135969807,-0.006082695445948385,-0.1292925971899736,0.04601188806254738,0.07413574238015239,0.21699077565869138,0.08923564617436278,0.1328618458180096
LM 16_Y,0.01215619016508836,0.008524094619330019,-0.047458839075526345,0.03688945517471032,0.019408521035457215,0.031035499604226344,-0.05974726488221385,-0.02348790319779627,0.04659192322492719,-0.03699952628713075,0.006260401489486005,-0.10897760442245502,0.05020840294839665,0.049455604207048046,-0.08966623219378547,-0.007749209870550391,0.059175630633573395,-0.14856341608044787,-0.050969692539686515,0.02631345484972835,-0.11948405946618547,-0.048904520135257756,-0.046952575375084064,-0.08942559124584619,0.0644352123366449,-0.02323046555136232,0.06947041288266305,-0.0723478908462839,0.1254658615781361,0.07059362894683352,-0.04729736108336235,-0.013455107608744396,0.08764739814640221,-0.061622579786456314,0.11188310872830753,0.0005744346653674681,-0.02110210532677505,0.11330667617208262,0.06343428615080668,-0.12409336432893188,-0.008394763264021525,-0.17897902811632263,-0.013879248064950368,0.00649236844046398,-0.028986629013528983,-0.014970332577418298,-0.06749533945033448,-0.03510607010529117,-0.013355313305123313,-0.13072779271335477,0.11187560348191672,0.01716948453895773,0.06997442189498201,-0.008005719991302205,0.09424056910964684,0.020273543499547894,-0.053208734288331776,-0.15446643519243866,-0.11449839251645208,0.08683179172931708,-0.04812530977773974
LM 16_Z,-0.02984817176464243,-0.04020585694147354,0.00019038354749193414,-0.015118063780386895,0.00506318925204525,0.002108992907558076,0.08472476026769366,0.06526374546100065,0.07455938018477529,-0.038613581987814616,0.038356168415983535,-0.04019611142656238,-0.07206436972227684,0.10689587804578793,-0.006737462157279859,-0.061915855474992024,0.03689180960894055,0.008030091348765265,-0.011279813045110339,0.024292823556871686,0.06396619603881457,-0.054506232605797254,0.04811522806837895,-0.012509277579299233,0.006875164708490183,-0.00499655268375213,0.0525979693928609,0.013350603528601157,-0.0009949285163705357,-0.03165799248079514,0.07304568902373715,0.0970788195952203,0.15704522065990842,-0.08464513397033008,0.012888714648642587,0.06678605251869475,0.10788654553265088,0.021055837004735435,-0.17036331776603525,-0.07924477237462683,-0.11054792366945647,0.18501649132548315,-0.08281987601777156,0.10079841186573656,0.09111000170317493,-0.003859409572775925,-0.04736164983361039,0.008238631539973278,-0.0632707810642157,0.10195195201904879,0.13437277253456448,0.054248942718714596,0.04437349279733711,0.14262444568295166,0.037191754707858196,0.10272349017939163,-0.11708113879997431,-0.03121847811033221,-0.17491071463783484,0.028881441885052987,0.04448039202346214
LM 17_X,0.02948860756834973,0.032232659655250184,0.005642347504296495,0.0015949014189823316,-0.030456392251759508,-0.004965544417279127,-0.04675081702862145,-0.05375813021550101,-0.030014547316189584,0.03377865063478,0.009110286000305372,-0.008088925914959817,0.01486773452362991,-0.011422269810457197,-0.007043965793301293,-0.0465995890594193,0.0313818613760804,-0.0863787947268808,-0.06299864479302864,0.017661686609673155,-0.11249496994898327,-0.022853758002099142,-0.06054410505043399,-0.004219169942621656,-0.12114746837003179,0.051933501850181606,-0.08216609923578247,0.06572450348650666,0.044232323088152246,0.00441083827088579,-0.03008887393873503,0.0026324764104161636,-0.08785682953247609,-0.08136623159853446,-0.12506242984368565,-0.030457243780185383,0.013308975924559981,-0.04360179694258,0.04012494123267589,0.026259593383735652,0.13297319989758094,-0.10650608876705421,0.04793283417245929,-0.06019896783769893,0.022235208806668794,0.13716187966799154,0.034073316490184524,0.12944342931754532,-0.08450563333427913,0.06066512154541619,-0.012755611591420364,-0.07315748725257538,-0.002693950147615462,-0.05465409207140561,0.05130998582079894,-0.03404958260034018,-0.02776197725827185,-0.032056857814497304,-0.057265944317003804,-0.08520005462696616,-0.03571318170359079
LM 17_Y,0.005027150754988877,-0.009279742948921364,0.012136876603546018,-0.015410768609739157,0.007742347935333877,0.01931297545364754,0.024983375056715853,-0.003706454473695552,0.022238173786046648,-0.00023128610875038091,0.047080366460757084,-0.018347471098034498,-0.020777337643665107,0.045068919604300206,-0.0009392224570538943,-0.05093810797918956,-0.008646045232236969,-0.06633262050690908,-0.005402308554676433,0.027536331298321916,0.050013276646679074,0.01802669058595778,-0.025666980060095095,-0.0012261176488315984,-0.01846497877700926,0.03970433746128847,-0.015989642207801125,-0.020664807259789978,0.002910537206103378,-0.0071806448863528105,0.0005393962882798012,0.05116876844617493,0.08703108350349271,-0.12010677547235746,-0.0028606480963357774,-0.002808172462269071,-0.07387484826020849,0.05979481984675539,-0.07824544850698285,-0.061971914679774726,0.0771381860601113,0.05078402963540957,-0.01783307752074991,0.02681762366605457,0.10570638368798763,0.16413707593423382,-0.019879046303434036,0.09916603034240708,-0.029686056572312366,-0.04097319255434797,0.013415662679035831,-0.055279185779233304,-0.0972289572419728,-0.05503285114322476,0.07996541144621429,-0.022426208910847463,-0.10308798052784483,0.11097154298284956,-0.11928095060282697,0.01341820968441313,0.005011551527069957
LM 17_Z,0.003928604530046966,0.016626575986537568,-0.0038753524186066744,-0.033271497536752015,-0.0014858520677999906,-0.01817661138267666,-0.048535476180953586,-0.007396078541248597,0.01736227602686076,0.010492775043824155,-0.0608138461967688,-0.005633556952900513,-0.02108094677387995,0.023651532875492626,0.006198676321051472,0.0480178427429383,0.061607575714200204,0.016954311323863054,-0.03282912823664581,-0.03234678179628298,0.01717451739546587,0.022005042045486308,-0.06409727055698981,-0.003308840870707399,-0.09993090560543047,0.03945651806759251,-0.06214285200923558,0.025547670534352425,-0.03528114138503596,-0.020804539393132843,-0.02607743836440733,-0.08494621675710738,0.03358126338983225,0.07778480876366137,-0.020063565826126686,-0.04371526276708311,0.047095696752683915,-0.0904495999907698,-0.010667232197190957,0.0881648332885531,0.01540811010533276,-0.010894150963768591,-0.1007640484965408,0.05658307612799121,0.0071350634842752055,-0.09725415859109872,-0.07646075956075443,0.045083451885906844,-0.08116573159926188,0.08485517375895968,-0.15067194681875842,0.11333664497761475,-0.0588723748120418,-0.035807888994793834,0.0458071397837283,0.1712411107325453,-0.0006760444554391384,-0.010955214746333208,-0.08086059061844617,-0.08572001005246291,0.164604422538472
LM 18_X,-0.26417745316438995,0.19009745196242636,-0.008258758613925098,0.12074326281093392,0.08062284782565136,0.15912480507927373,0.13006286215304325,0.0830823359472867,-0.1246432741876437,-0.03026679842947804,0.09768218369759026,0.08921273483621392,-0.020074630019487893,-0.1291190566280572,0.14128678705079456,0.059428831396582754,-0.11090211969277675,-0.11477585504264037,-0.157481859507543,0.11304622106863688,0.016881488666237995,0.023233648895349176,-0.058174314441595806,0.0958204301106587,-0.22064837325582154,-0.10261530620209919,0.0376298126723739,-0.05340479671324032,-0.15502943904898656,0.20283268798967058,0.23617886875175992,-0.030414473054751277,0.1198287057034371,-0.052041209514321875,0.10949758386490065,0.02223586537195532,-0.0864797152681624,-0.008672483643170505,-0.1796532220828826,-0.009230474963122456,-0.023516512340667234,-0.07945936406178972,0.01273579484758018,0.034944786752113766,-0.08118346759166449,5.998477925148876e-05,0.08503603842529173,-0.027553142535876398,-0.028225293460622587,-0.07134165058523625,-0.16934853189226098,-0.19548646395758776,0.01882783499401712,0.14605813380028543,0.048070851810238666,-0.03871093194271757,0.009897351628008168,0.08340255538064097,-0.07440853530281549,0.08887470135522478,-0.047496204235195585
LM 18_Y,-0.21353355816596975,0.14508046368662772,-0.1997025634076481,0.17365742402158113,0.0029423186048549294,0.012579844985540148,-0.017298420350830866,0.004156243888085668,0.06872810382668754,-0.23219766768121547,0.0774769841735834,0.013760516023477724,0.015094334696682275,0.11648733137790063,0.016473269904223993,-0.08699365479028164,-0.03438797878393411,-0.11952612302938458,-0.01147499847815817,0.19805076947929198,0.17197609842910555,0.05297003713237668,-0.06019989224268457,0.13083656133944038,-0.0055299185398543435,-0.013674542475902801,-0.1919363686424425,-0.072072642500458,0.0688176758426276,-0.09445972872294117,-0.033197411112961366,0.17782694318659534,0.07668927559292926,0.028670363812636684,-0.14173626857458155,-0.22778461287109544,-0.0924367176456533,-0.04032842263872404,0.11850669986866146,-0.07670708029967253,-0.11442815643634399,-0.05095387553551689,0.0197046704265105,0.10993706904124685,0.18427278090898852,-0.013950167341645435,0.01280009438268144,0.04038898222702116,-0.0476918771884275,0.06831845443761243,-0.06923156664910474,0.09436745727826855,-0.012976963117334803,0.0029134205682313195,-0.05347104363230072,0.0649324040383176,-0.03764318104689494,-0.08476586356960991,0.10890011614605713,-0.09665898782968908,0.07188934038736897
LM 18_Z,-0.21009006058166627,0.21148073798084646,-0.1954516059824039,0.09741151039408884,-0.10239628433474122,0.09049134072852158,-0.11970283171038715,-0.03503647103024523,0.027754008832610217,-0.16526386815232968,0.08751044266982665,0.06271103738140604,-0.048651019731611546,0.05739036755930013,0.10345970853713354,0.07419284698398032,0.015881859867998005,0.11373180950116168,-0.3745534462606414,-0.20104453871015654,0.00891775739013553,0.10578594125143437,0.16412817902994184,0.029321548482033014,0.1304578132003275,0.015775110118790715,-0.03355253995605463,0.2580307296962814,-0.15138558911773764,-0.03149118948107377,-0.09175323019986847,-0.10131485294239861,-0.020851710643327748,0.046828385044711,-0.09970537925664437,0.05852718454824158,0.11005072796796653,0.02905373242889367,0.007530001379201824,-0.015550209623559047,0.18336930680876581,0.0682642939456928,0.09898612541071483,0.07273499642041542,-0.08548048385879127,0.07318277957984301,-0.06666640151825312,-0.028071849144935136,0.03197549968192499,-0.08065191061936904,0.1098354479319685,0.005832258405003142,0.15572686424485097,-0.12021787254877817,-0.022658560276559214,0.08677653164624986,-0.05585140618045194,0.06900055290513647,-0.012287195324284234,-0.06734739691408194,-0.04682973782711179
LM 19_X,-0.11850132098903507,0.0717453659134676,0.0067187254999500606,-0.032355555121682145,-0.21505804864008182,0.05057413447347894,0.10756755822155903,0.05241591083636108,0.12412925351904569,-0.18729430539231462,-0.13669449628598782,-0.13946496379816237,0.1740171369533524,-0.1421682138568789,0.04758194736717482,0.0757898735466913,-0.20860246090883755,0.14129840792694928,0.13953568631712504,0.1668034075118144,-0.15174847729274027,-0.025044472944912393,-0.07080908367763174,-0.027142611080944665,0.009929732884279617,-0.10268014890864621,-0.0852383772733307,-0.16957599168418203,0.11013583781001213,-0.09741408865998516,-0.11256602563581138,-0.12684838534048318,0.17710901111113111,-0.09966409902039171,-0.08650503497211694,0.10295438615189408,-0.11318763085482428,0.17392585959820397,-0.008744649811357075,0.1052041507807895,0.1626946518459747,-0.00865914708367934,0.0036958784550740822,-0.08804127891325858,0.03599424472866611,-0.06704452680612288,0.0012252744061826675,0.0068839989498921655,0.04086301238383033,0.03351424698857548,0.09459531965468404,-0.022280346346595814,-0.07316773979736291,-0.12372057338694092,-0.07190337414351147,-0.005861266751280639,-0.016229137690306088,-0.11705915759561056,0.005588464711281875,0.0037895922217801056,-0.026773179678392656
LM 19_Y,-0.1107114462963176,0.09860846820502366,0.04251166158647309,0.029272435055071204,-0.11476095446857848,-0.06387295083282296,0.021462960523809336,-0.0063087862499604155,0.014907145451959765,-0.10015430184534933,-0.2480397515912284,-0.06699550315840852,0.08183010582447664,-0.026090124785832357,-0.043970886579836825,0.21681065175843134,-0.17892643222294452,0.2618044656841074,0.18222785854990367,0.0936322239910885,-0.05719904479002256,-0.09273991625411918,-0.02730454934877935,0.04458944270391012,-0.011643909567371916,-0.08194178851490234,0.043845501262665336,0.12292630685187302,-0.004962945937203714,0.05819016562256869,0.12785503601499598,0.13322381138678785,-0.17284103998029166,-0.11667047570472151,0.12275880954661837,0.05133929753000769,0.14136450613948484,-0.08616425845312597,0.188892719151169,0.023766811633170674,-0.04130813493834681,-0.12263648908275204,-0.07311299556114673,0.03019517551859987,-0.06788807647791693,0.07510782336468494,0.021994534288073863,0.007904070724841573,-0.0809913793014666,0.06453874823646928,-0.001942608014850595,-0.0003601691468955309,0.06110004426271964,-0.032823342453100056,0.03620533010785119,-0.041968597823053136,-0.13783375096180067,0.09433521752104196,-0.06049320000904623,0.04499032920979844,0.05290035489367571
LM 19_Z,-0.07743527325470435,0.02549667187932561,0.11675439554078952,-0.03614567399770993,-0.2569375945424935,0.23643516526342137,0.18153704111248578,0.1907779508446476,-0.01865917755836062,0.13682146443054316,0.17959715517930802,-0.09632390254060623,-0.04699224122200271,0.08508512628853573,-0.13613952135944643,0.049197653675541395,0.046988393744802986,-0.12649054334,0.03688379937174279,0.0021683308221553954,-0.09533668944771626,-0.08032787248328421,-0.06583303383239231,0.01678323611196718,-0.04113062636452001,0.014084547581172502,-0.0011716025282592912,0.06559818100179045,0.1496872150029906,-0.061090789467481504,0.1231509168916754,-0.03140412194250137,-0.0725829346797961,0.1839320401309546,-0.07108988548963845,-0.03498648610965083,0.005314392185500767,-0.12029833489398711,-0.09569106534695496,0.13709102115402827,-0.19275640667963806,-0.039837625851638914,0.053875733316198826,0.0753947835033929,0.05652853971865219,0.04115255336388832,-0.03183441495287834,0.0849166753595171,0.019082567255189878,-0.028134226568051875,0.052380494330973804,0.1140128356898383,-0.0338734526055855,-0.1169468011903545,-0.03888183736768513,0.02697034512148156,0.06228749283338059,-0.05456039011846951,0.025465389994215416,-0.020990638147926517,-0.028347191619165178
LM 20_X,-0.08179559526961663,0.02992461381225338,0.09532087203041731,-0.08914034270187507,-0.24052783316846074,0.2250811816656756,0.1325996960933052,0.2432179010035917,0.05905393715991597,0.09366858736527856,0.14415451861606546,-0.19709676405114862,0.0034087062383568595,-0.01513720050750433,-0.14108434910190504,0.11306488787782315,0.011621037136411952,-0.09319104842279065,-0.00046753892399802044,-0.13976783455694786,-0.0382043832103367,-0.02158431039123896,0.0027906394776641835,-0.023580675961369688,-0.03156376046687181,0.09524250418234137,-0.0008217574823533996,0.03344207501497162,0.1396535209245693,-0.06790843472964915,-0.11295819530962772,0.04475120150879747,-0.05227948884503763,0.034993048897397336,-0.024400865488874945,-0.07839447638077897,0.07359658587884198,0.003397956435376548,0.04209537927920062,-0.10869758529110846,0.040292144122525464,0.014014154649837136,0.006654252449643076,0.025032074673093645,0.018083259245711573,0.02985840654641467,0.06337326511778987,-0.1621715453401717,-0.013729068034625078,0.009141026159954246,-0.01416414103544028,-0.11229676622130622,0.06643368289747581,0.11790418498169578,0.02198039525816218,-0.04373742436161653,0.020125736398192873,0.1018526360753523,0.051006982269576985,-0.009227992916144727,0.02378525176128315
LM 20_Y,-0.059421703372413114,-0.008846369487253663,0.16250419522813148,0.14164674686654882,-0.120143691182059,-0.124425083019061,0.04229560142647853,-0.2852572342125651,-0.1748933754076922,0.05719372908778472,-0.032021590284987675,-0.021989142889296532,-0.009797565122496806,-0.10401587981971339,-0.04876072289952191,0.06148085523879881,0.04817848237981009,-0.023213342632934328,0.0223919949191551,0.02911988352448492,-0.023464896314780565,-0.0992273390852866,-0.027817935047201862,-0.09702448693633446,-0.0022550399823670006,-0.020533811277314847,-0.26625187989722066,-0.12203138639018961,-0.09369942316347787,-0.057707808215554886,0.15580283463482644,-0.06210388299129005,-0.1169947535215799,-0.06682891230080236,-0.056271991952023155,-0.1651114085673321,0.04339650295028655,0.019958408352326554,0.02203964339963751,-0.016429350563498243,0.05612806466989678,0.1638112677337863,0.06107817182916373,-0.03437427288546418,-0.06036053440380805,0.028253473800212668,-0.037870677930342364,0.0041998928283593084,0.03254430521473539,0.08703711059815031,0.19515992171165092,-0.05439819885757683,-0.08718497394789163,0.0920753967461233,0.056868133537883885,-0.021264279630366572,-0.06257086828524368,-0.09432289819118728,0.007093701311224012,-0.08876163506960127,-0.0593002851255429
LM 20_Z,-0.06470406716343134,-0.04933653834032102,0.18002968839520467,0.20461574037842523,-0.08817423622352218,-0.1308921202712398,0.08815172963604403,-0.30363710182280307,-0.15546569071145783,0.09406497948749679,-0.035721845254522225,-0.02410507082886506,0.03258996689422619,-0.1027738364058387,-0.06506719866121406,0.13673113620467225,0.07635755753322873,-0.12020930796668894,-0.15831116525665664,-0.1385276001534637,0.11356584305642062,0.08829848670179183,-0.07151217323842024,-0.22749991145677115,-0.07440198497545852,-0.07737092288337513,-0.01877122497441712,0.01526733364540274,0.1853741969805475,0.046898099670588105,-0.13664789807787814,0.040523334689127916,0.08608869260105928,-0.009138323011548273,-0.05610233277083982,0.18210684326378898,0.07251771375228216,0.0692083554508033,-0.010380856597535347,-0.049315210577142415,-0.07041396976033422,-0.013913347235808223,0.09968089067026376,0.02394225406008737,-0.0714629802512815,-0.09070719398440912,-0.0699061271471724,0.021122172553692045,-0.11123154522851196,0.054260434677236374,-0.10718612677084988,0.04373014952530686,-0.04687119386729589,0.0005512053242921356,0.031274445276034527,0.07784940364032555,-0.006117609538371739,0.026557330746832412,0.11842364392514822,0.07629054996793583,-0.1169150734602525
LM 21_X,0.01953484287439912,-0.06850949815419105,-0.07325785796494368,-0.06467068825744474,0.012688823690461358,-0.07603681331179062,0.20562211968679867,0.0772776549388831,0.1334219578490024,0.11219857111752578,-0.2984045612316193,-0.14074064183640234,0.06745114319285986,-0.045820319937804194,-0.02330737159634889,-0.22095249564938493,-0.0570027747825438,-0.016182107799403544,-0.1344263704485898,-0.23037946389224215,0.09717710819703994,-0.03129517582129809,0.1258878392300793,-0.10046275334539012,0.04296655573329586,0.008414089138634152,-0.03238621587678594,0.02521210288591523,0.03538874202052549,0.08155408082297493,0.13004464408515531,-0.04548238659788331,0.11181421732261199,-0.029166805411237604,-0.01546597737084273,-0.07736115315162678,-0.026789341997033377,-0.17191937519291622,-0.15300297955288109,0.09728924542579125,0.03532571453460614,0.10994786555068761,0.03142351987610238,0.04278118091942128,0.05713124696579447,-0.08725780448147165,0.0824781635744684,-0.08554288419111926,-0.09295443704465742,0.08954114918163555,0.12820597371592712,0.09612359323259274,0.05274900699559225,-0.050803575712771484,-0.08809981786520776,0.01563371051113521,-0.0169040386694659,0.055762378341731623,-0.05331353579783235,-0.0051624454771815225,-0.10721430867859277
