PC 1,6.282390348910143
PC 2,0.7716227332787907
PC 3,0.4172265931712906
PC 4,0.29394329507632905
PC 5,0.254914832216535
PC 6,0.22518005371080196
PC 7,0.19908267298162874
PC 8,0.18079992518903554
PC 9,0.1615985149915058
PC 10,0.15149557410367348
PC 11,0.14547324838393305
PC 12,0.11650525887319302
PC 13,0.10089111938948163
PC 14,0.0891837805404442
PC 15,0.0855439458292536
PC 16,0.07895965326946434
PC 17,0.07100785552589077
PC 18,0.06549272721585224
PC 19,0.06002075044866981
PC 20,0.05432877945120361
PC 21,0.048504578816996546
PC 22,0.04592503753631842
PC 23,0.04226118750923159
PC 24,0.040268279370599555
PC 25,0.03795689717275422
PC 26,0.035126063076740335
PC 27,0.03281349314323749
PC 28,0.03091233911150339
PC 29,0.028551016723577138
PC 30,0.02673424523418514
PC 31,0.024832237061384103
PC 32,0.02396068850918333
PC 33,0.021187301436311926
PC 34,0.02042246232917214
PC 35,0.019551068645578557
PC 36,0.01789948976241412
PC 37,0.016802388185620725
PC 38,0.01574452221929438
PC 39,0.014791833437611191
PC 40,0.013928186997977425
PC 41,0.01278881143943364
PC 42,0.012022523411729706
PC 43,0.011659434964784048
PC 44,0.010994093881748806
PC 45,0.010488434021094006
PC 46,0.0087366344230498
PC 47,0.008556662450346787
PC 48,0.007799754744264122
PC 49,0.0077224562457333164
PC 50,0.006809011999988415
PC 51,0.0065563267331734815
PC 52,0.005778966623945124
PC 53,0.00516352965279732
PC 54,0.004475079565650935
PC 55,0.004443404990674322
PC 56,0.003534670331942321
PC 57,0.003180885609934624
PC 58,0.002560047264806991
PC 59,0.002534147662339008
PC 60,0.002171765674854036
PC 61,6.99409719947646e-16
